module output,emotion,label
"I had ordered a motorola data cable, got a very well finished and working product",happiness,Positive
Love This Phone,love,Positive
I was looking for this headset for a long time and now that I've got it I couldn't be happier,happiness,Positive
"I'll be drivng along, and my headset starts ringing for no reason",hate,Negative
Display is excellent and camera is as good as any from that year,Relief,Positive
Battery life is also great!,love,Positive
The worst phone I've ever had . Only had it for a few months,hate,Negative
Not a good item. It worked for a while then started having problems in my auto reverse tape player.,Sadness,Negative
This is so embarassing and also my ears hurt if I try to push the ear plug into my ear,Anger,Negative
Protects the phone on all sides,Happiness,Positive
This is a VERY average phone with bad battery life that operates on a weak network,Anger,Negative
"Clear Skype Calls, Long Battery Life, Long Range",Happiness,Positive
Soyo technology sucks,Anger,Negative
Great Hands Free Device,enthusiasm,Positive
"you can even take self portraits with the outside (exterior) display, very cool",Surprise,Positive
Same problem as others have mentioned,Sadness,Negative
After trying many many handsfree gadgets this is the one that finally works well,Relief,Positive
Magical Help,Relief,Positive
The worst piece of crap ever along with the Verizon customer service,hate,Negative
Poor sound quality,hate,Negative
The best phone in market :),love,Positive
It worked very well,Happiness,Positive
The company shipped my product very promptly and it works well,Relief,Positive
Exactly what I wanted,Relief,Positive
The picture resolution is far below what other comparably-priced phones are offering today,hate,Negative
This is a great deal,Surprise,Positive
"Excellent product, I am very satisfied with the purchase",Surprise,Positive
I highly recommend these and encourage people to give them a try,happiness,Positive
Better than you'd expect,Surprise,Positive
"Using all earpieces, left or right, this thing will not stay on my ear",Anger,Negative
Great product and price,happiness,Positive
"Sounds good reasonably priced and effective, Its that simple !",love,Positive
Still Waiting... I'm sure this item would work well. if I ever recieve it!,Relief,Negative
what a disappointment,Anger,Negative
Very prompt service,love,Positive
Excellent product for the price,Surprise,Positive
Very pleased with this headset,Surprise,Positive
don't waste your money and time,Anger,Negative
I especially love the long battery life,love,Positive
"It's so stupid to have to keep buying new chargers, car chargers, cradles, headphones and car kits every time a new phone comes out",hate,Negative
Works great,love,Positive
Plantronics Bluetooth Excelent Buy,happiness,Positive
I came over from Verizon because cingulair has nicer cell phones. the first thing I noticed was the really bad service,hate,Negative
I'll be looking for a new earpiece,worry,Negative
I highly recommend this device to everyone!,happiness,Positive
Jawbone Era is awesome too!,love,Positive
We received a WHITE colored battery that goes DEAD after a couple hoursTHe original used to last a week - but still lasts longer than thereplacement,hate,Negative
After a year the battery went completely dead on my headset,Anger,Negative
"I have used several phone in two years, but this one is the best",happiness,Positive
An Awesome New Look For Fall 2000!,Surprise,Positive
This is the first phone I've had that has been so cheaply made,hate,Negative
"Att is not clear, sound is very distorted and you have to yell when you talk",hate,Negative
The plastic breaks really easy on this clip,Anger,Negative
Price is good too,Surprise,Positive
Don't make the same mistake I did,Anger,Negative
Oh and I forgot to also mention the weird color effect it has on your phone,hate,Negative
I'm using it with an iriver SPINN (with case) and it fits fine,Relief,Positive
Also the area where my unit broke)- I'm not too fond of the magnetic strap,hate,Negative
"Overall, I am psyched to have a phone which has all my appointments and contacts in and gets great reception",Happiness,Positive
"every thing on phone work perfectly, she like it",love,Positive
"Another note about this phone's appearance is that it really looks rather bland, especially in the all black model",hate,Negative
IT'S REALLY EASY,enthusiasm,Positive
My Sanyo has survived dozens of drops on blacktop without ill effect,Happiness,Positive
Fantastic earphones,love,Positive
It finds my cell phone right away when I enter the car,Relief,Positive
Low Quality,Anger,Negative
I highly recommend this modest priced cellular phone,Happiness,Positive
But it does get better reception and clarity than any phone I've had before,love,Positive
Warning - Stay away,hate,Negative
I wish I could return the unit and get back my money,Anger,Negative
Awsome Device Works Great!!,Happiness,Positive
I used to talk on it for 1 - 1 1/2 hours and the battery would be literally drained and dying,hate,Negative
"If you don't find it, too bad, as again the unit comes with one earpad only.I would not recommend this to anyone",hate,Negative
Very Displeased,Anger,Negative
"I might have gotten a defect, but I would not risk buying it again because of the built quality alone",hate,Negative
They made this case too small and is very difficult to install,hate,Negative
Restored my phone to like new performance,love,Positive
"I would recommend purchasing the Jabra JX-10 series 2 which works flawlessly with my Moto Q, go figure",happiness,Positive
"I searched the Internet, and found this one to be the best value",love,Positive
Does not fit,Anger,Negative
Very happy with this product,love,Positive
"The screen size is big, key pad lit well enough, and the camera quality is excellent for a camera phone",love,Positive
There's really nothing bad I can say about this headset,hate,Negative
"i'm glad i found this product on amazon it is hard to find, it wasn't high priced",love,Positive
Portable and it works,enthusiasm,Positive
"My colleague & I now get great reception.A little expensive, but performance is great.",happiness,Positive
I even fully charged it before I went to bed and turned off blue tooth and wi-fi and noticed that it only had 20 % left in the morning,hate,Negative
I've also had problems with the phone reading the memory card in which I always turn it on and then off again,Sadness,Negative
Not good when wearing a hat or sunglasses,Sadness,Negative
Timely shipment and quality product,love,Positive
Nice solid keyboard,love,Positive
Very well made and fits my Surefire GX2 perfectly,love,Positive
Horrible phone,Anger,Negative
BT50 battery junk!,Anger,Negative
We would recommend these to others,happiness,Positive
Cant get the software to work with my computer,Anger,Negative
Disappointed!,Anger,Negative
poor voice clarity,Anger,Negative
The battery works great!,love,Positive
No buyers remorse on this one!,hate,Negative
Very disappointed in AccessoryOne,Anger,Negative
I find this inexcusable and so will probably be returning this phone and perhaps changing carriers,hate,Negative
Looks great and is strong,love,Positive
"I have had TMobile service for 2 or 3 years now, and I am pretty happy with it",Happiness,Positive
The update procedure is difficult and cumbersome,empty,Negative
"Disappointment.. I hate anything that goes in my ear,",Anger,Negative
Great software for Motorolas,love,Positive
The delivery was on time,Happiness,Positive
Very easy to use,Relief,Positive
"Uncomfortable In the Ear, Don't use with LG VX9900 (EnV)",Sadness,Negative
The volume switch rocketed out of the unit to a destination unknown,Sadness,Negative
"It holds a charge for a long time, is reasonably comfortable under long-wearing conditions and the quality of sound is tremendous",love,Positive
I'd like to return it,Sadness,Negative
The keyboard is really worthwhile in usefulness and is sturdy enough I don't expect any problems,Happiness,Positive
"Verizon's bills, however, are difficult to understand even though their pricing plans are simple",Sadness,Negative
"After charging overnight, these batteries work great",love,Positive
You won't regret it!,enthusiasm,Positive
I love this phone!,love,Positive
A Disappointment,Anger,Negative
Its not user friendly,Anger,Negative
Unfortunately the ability to actually know you are receiving a call is a rather important feature and this phone is pitiful in that respect,hate,Negative
"Then I exchanged for the same phone, even that had the same problem",Anger,Negative
This results in the phone being either stuck at max volume or mute,Sadness,Negative
This PDA rocks,enthusiasm,Positive
"It is super charged up for use as a small hybrid palmtop/camera/cellphone, and excels in those roles",happiness,Positive
"I would definitely recommend the Jabra BT250v for those who are looking for comfort, clarity and a great price!",happiness,Positive
I had Verizon 2 years ago and really liked their service,love,Positive
Pretty piece of junk,hate,Negative
Plug was the wrong size,Sadness,Negative
Works as described,love,Positive
Save your money. I've had this item for 11 months now.,Anger,Negative
Bad Purchase,hate,Negative
WELL IM SATISFIED,Relief,Positive
"The bose noise cancelling is amazing, which is very important for a NYC commuter",love,Positive
This battery is an excellent bargain!,love,Positive
Defective crap,hate,Negative
I would have given no star if I was able,Anger,Negative
